,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
1191,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,San Jose,CA,95124,SANTA CLARA,66.3636363636,13.2727272727,12.0,3.6,28.0,8.4,0.0000000000,0.0000000000,25.2727272727,"2425 SAMARITAN DRIVE
San Jose, CA 95124
(37.25111809800046, -121.94790899199973)",37.25111809800046,-121.94790899199973
1192,50390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,Hemet,CA,92543,RIVERSIDE,11.1111111111,2.2222222222,11.0,3.3,56.0,16.8,0.0000000000,0.0000000000,22.322222222199997,"1117 EAST DEVONSHIRE
Hemet, CA 92543
(33.751172703000464, -116.96029978999968)",33.751172703000464,-116.96029978999968
1193,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,Anaheim,CA,92804,ORANGE,66.3636363636,13.2727272727,13.0,3.9,90.0,27.0,0.0000000000,0.0000000000,44.1727272727,"3033 W ORANGE AVENUE
Anaheim, CA 92804
(33.824767791000454, -117.99465938799972)",33.824767791000454,-117.99465938799972
1194,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,Concord,CA,94520,CONTRA COSTA,64.54545454550001,12.909090909100001,46.0,13.8,38.0,11.4,20.0000000000,4.0000000000,42.1090909091,"2540 EAST ST
Concord, CA 94520
(37.98353086700047, -122.0346340959997)",37.98353086700047,-122.0346340959997
1195,50510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,San Rafael,CA,94903,MARIN,60.0,12.0,39.0,11.7,90.0,27.0,100.0000000000,20.0000000000,70.7,"99 MONTECILLO RD
San Rafael, CA 94903
(38.00489937900045, -122.5542005049997)",38.00489937900045,-122.5542005049997
1196,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,Rancho Mirage,CA,92270,RIVERSIDE,53.636363636400006,10.7272727273,27.0,8.1,84.0,25.2,20.0000000000,4.0000000000,48.027272727299994,"39-000 BOB HOPE DRIVE
Rancho Mirage, CA 92270
(33.76418081200046, -116.4080767959997)",33.76418081200046,-116.4080767959997
1197,50575,TRI-CITY REGIONAL MEDICAL CENTER,21530 S PIONEER BLVD,Hawaiian Gardens,CA,90716,LOS ANGELES,6.666666666699999,1.3333333333,24.0,7.2,66.6666666667,20.0,10.0000000000,2.0000000000,30.5333333333,"21530 S PIONEER BLVD
Hawaiian Gardens, CA 90716
(33.833703829000456, -118.08177291299972)",33.833703829000456,-118.08177291299972
1198,50603,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,Laguna Hills,CA,92653,ORANGE,48.181818181800004,9.6363636364,29.0,8.7,58.0,17.4,20.0000000000,4.0000000000,39.7363636364,"24451 HEALTH CENTER DRIVE
Laguna Hills, CA 92653
(33.608022734000485, -117.70825152199967)",33.608022734000485,-117.70825152199967
1199,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,Los Angeles,CA,90048,LOS ANGELES,58.181818181800004,11.6363636364,40.0,12.0,78.0,23.4,0.0000000000,0.0000000000,47.036363636400004,"8700 BEVERLY BLVD
Los Angeles, CA 90048
(34.076813305000485, -118.38055971999972)",34.076813305000485,-118.38055971999972
1200,50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,Downey,CA,90242,ORANGE,51.428571428599994,14.693877551,49.0,21.0,,,60.0000000000,17.1428571429,52.836734693900006,"7601 EAST IMPERIAL HIGHWAY
Downey, CA 90242
(33.92720039800048, -118.15750586099972)",33.92720039800048,-118.15750586099972
1201,50724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,Bakersfield,CA,93308,KERN,23.6363636364,4.7272727273,17.0,5.1,60.0,18.0,30.0000000000,6.0000000000,33.8272727273,"3001 SILLECT AVENUE
Bakersfield, CA 93308
(35.38601848400049, -119.0400360919997)",35.38601848400049,-119.0400360919997
1202,30083,PARADISE VALLEY HOSPITAL,3929 EAST BELL ROAD,Phoenix,AZ,850322196,MARICOPA,70.0,14.0,26.0,7.8,86.6666666667,26.0,0.0000000000,0.0000000000,47.8,"3929 EAST BELL ROAD
Phoenix, AZ 850322196
(33.64057323700047, -111.99805000599969)",33.64057323700047,-111.99805000599969
1203,40018,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,Van Buren,AR,72957-0409,CRAWFORD,75.0,21.428571428599998,44.0,18.8571428571,,,0.0000000000,0.0000000000,40.2857142857,"EAST MAIN AND SOUTH 20TH STREET
Van Buren, AR 72957-0409
(35.436020149000456, -94.35322052799967)",35.436020149000456,-94.35322052799967
1204,40042,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,West Memphis,AR,72303-2248,CRITTENDEN,46.6666666667,9.3333333333,50.0,15.0,40.0,12.0,0.0000000000,0.0000000000,36.3333333333,"200 TYLER
West Memphis, AR 72303-2248
(35.151311045000455, -90.17726087999966)",35.151311045000455,-90.17726087999966
1205,40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,Pocahontas,AR,72455,RANDOLPH,,,33.0,12.375,55.0,20.625,20.0000000000,5.0000000000,38.0,"2801 MEDICAL CENTER DRIVE
Pocahontas, AR 72455
(36.28997102800048, -90.99769664299964)",36.28997102800048,-90.99769664299964
1206,40080,HARRIS HOSPITAL,1205 MCLAIN STREET,Newport,AR,72112,JACKSON,42.8571428571,8.5714285714,32.0,9.6,45.0,13.5,10.0000000000,2.0000000000,33.6714285714,"1205 MCLAIN STREET
Newport, AR 72112
(35.60809789400048, -91.26476906499965)",35.60809789400048,-91.26476906499965
1207,40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,Helena,AR,72342-0788,PHILLIPS,100.0,20.0,33.0,9.9,40.0,12.0,100.0000000000,20.0000000000,61.9,"1801 MARTIN LUTHER KING DRIVE
Helena, AR 72342-0788
(34.50843221400049, -90.62733774399965)",34.50843221400049,-90.62733774399965
1208,40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,El Dorado,AR,71731-1998,UNION,76.3636363636,15.2727272727,20.0,6.0,60.0,18.0,0.0000000000,0.0000000000,39.2727272727,"700 WEST GROVE STREET
El Dorado, AR 71731-1998
(33.21840734400047, -92.67236526799968)",33.21840734400047,-92.67236526799968
1209,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,Red Bluff,CA,96080,TEHAMA,27.7777777778,5.5555555556,30.0,9.0,53.3333333333,16.0,70.0000000000,14.0000000000,44.5555555556,"2550 SISTER MARY COLUMBA DRIVE
Red Bluff, CA 96080
(40.14864193200049, -122.21812651799968)",40.14864193200049,-122.21812651799968
1210,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,Glendale,CA,91204,LOS ANGELES,32.7272727273,6.545454545499999,20.0,6.0,84.0,25.2,0.0000000000,0.0000000000,37.7454545455,"1420 S CENTRAL AVE
Glendale, CA 91204
(34.128386632000456, -118.25777212599968)",34.128386632000456,-118.25777212599968
1211,50079,DOCTORS MEDICAL CENTER - SAN PABLO,2000 VALE RD,San Pablo,CA,94806,CONTRA COSTA,32.0,6.4,16.0,4.8,28.0,8.4,10.0000000000,2.0000000000,21.6,"2000 VALE RD
San Pablo, CA 94806
(37.95473824600049, -122.3365690389997)",37.95473824600049,-122.3365690389997
1212,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,Oxnard,CA,93030,VENTURA,50.0,10.0,16.0,4.8,50.0,15.0,0.0000000000,0.0000000000,29.8,"1600 N ROSE AVE
Oxnard, CA 93030
(34.216117263000456, -119.15848015399968)",34.216117263000456,-119.15848015399968
1213,50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,Sonoma,CA,95476,SONOMA,68.8888888889,19.6825396825,31.0,13.2857142857,,,80.0000000000,22.8571428571,55.8253968254,"347 ANDRIEUX ST
Sonoma, CA 95476
(38.28845288700046, -122.46526278499971)",38.28845288700046,-122.46526278499971
1214,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,Santa Monica,CA,90404,LOS ANGELES,62.0,12.4,39.0,11.7,62.0,18.6,0.0000000000,0.0000000000,42.7,"1250 16TH STREET
Santa Monica, CA 90404
(34.02753937500046, -118.4861224339997)",34.02753937500046,-118.4861224339997
1215,50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,Hanford,CA,93230,KINGS,13.333333333299999,2.6666666667,16.0,4.8,27.5,8.25,30.0000000000,6.0000000000,21.7166666667,"115 MALL DRIVE
Hanford, CA 93230
(36.32567423500046, -119.66841920699972)",36.32567423500046,-119.66841920699972
1216,50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,Oceanside,CA,92056,SAN DIEGO,45.4545454545,9.0909090909,35.0,10.5,22.0,6.6,20.0000000000,4.0000000000,30.1909090909,"4002 VISTA WAY
Oceanside, CA 92056
(33.18366814800049, -117.29174097899971)",33.18366814800049,-117.29174097899971
1217,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,Hollywood,CA,90028,LOS ANGELES,44.4444444444,8.8888888889,8.0,2.4,55.0,16.5,10.0000000000,2.0000000000,29.788888888899997,"6245 DE LONGPRE AVE
Hollywood, CA 90028
(34.09620851300048, -118.3250992449997)",34.09620851300048,-118.3250992449997
1218,50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,Los Angeles,CA,90027,LOS ANGELES,52.0,10.4,42.0,12.6,45.0,13.5,100.0000000000,20.0000000000,56.5,"4867 SUNSET BLVD
Los Angeles, CA 90027
(34.09817776200049, -118.29594997199968)",34.09817776200049,-118.29594997199968
1219,50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,Grass Valley,CA,95945,NEVADA,48.888888888900006,9.777777777799999,24.0,7.2,74.0,22.2,20.0000000000,4.0000000000,43.177777777799996,"155 GLASSON WAY
Grass Valley, CA 95945
(39.22850974300047, -121.04687185599971)",39.22850974300047,-121.04687185599971
1220,50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,San Luis Obispo,CA,93401,SAN LUIS OBISPO,70.9090909091,14.1818181818,44.0,13.2,38.0,11.4,30.0000000000,6.0000000000,44.781818181800006,"1911 JOHNSON AVE
San Luis Obispo, CA 93401
(35.278035995000494, -120.64970191599969)",35.278035995000494,-120.64970191599969
1221,50335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,Sonora,CA,95370,TUOLUMNE,52.2222222222,10.4444444444,26.0,7.8,56.6666666667,17.0,90.0000000000,18.0000000000,53.244444444399996,"1000 GREENLEY ROAD
Sonora, CA 95370
(37.97570561300046, -120.36897806999968)",37.97570561300046,-120.36897806999968
1222,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,Brawley,CA,92227,IMPERIAL,58.888888888900006,11.777777777799999,28.0,8.4,40.0,12.0,30.0000000000,6.0000000000,38.1777777778,"207 WEST LEGION ROAD
Brawley, CA 92227
(32.95996733600049, -115.5529627089997)",32.95996733600049,-115.5529627089997
1223,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,Jacksonville,FL,32216,DUVAL,68.1818181818,13.6363636364,15.0,4.5,30.0,9.0,0.0000000000,0.0000000000,27.1363636364,"3625 UNIVERSITY BLVD S
Jacksonville, FL 32216
(30.288487494000435, -81.60228916499966)",30.288487494000435,-81.60228916499966
1224,100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,Saint Petersburg,FL,33710,PINELLAS,71.1111111111,14.222222222200001,31.0,9.3,42.5,12.75,10.0000000000,2.0000000000,38.2722222222,"6500 38TH AVE N
Saint Petersburg, FL 33710
(27.806333039000435, -82.72675028799966)",27.806333039000435,-82.72675028799966
1225,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,Orange Park,FL,32073,CLAY,100.0,20.0,25.0,7.5,44.0,13.2,10.0000000000,2.0000000000,42.7,"2001 KINGSLEY AVE
Orange Park, FL 32073
(30.164808478000452, -81.73794154099966)",30.164808478000452,-81.73794154099966
1226,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,Port Charlotte,FL,33952,CHARLOTTE,89.0909090909,17.8181818182,24.0,7.2,78.0,23.4,0.0000000000,0.0000000000,48.4181818182,"21298 OLEAN BLVD
Port Charlotte, FL 33952
(26.987847676000456, -82.09831767899965)",26.987847676000456,-82.09831767899965
1227,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,Brandon,FL,33511,HILLSBOROUGH,72.72727272729999,14.5454545455,13.0,3.9,40.0,12.0,0.0000000000,0.0000000000,30.445454545500002,"119 OAKFIELD DR
Brandon, FL 33511
(27.93398627500045, -82.28825635699968)",27.93398627500045,-82.28825635699968
1228,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,Brooksville,FL,34613,HERNANDO,81.8181818182,16.363636363599998,25.0,7.5,52.0,15.6,10.0000000000,2.0000000000,41.4636363636,"11375 CORTEZ BLVD
Brooksville, FL 34613
(28.533397514000455, -82.53394357999969)",28.533397514000455,-82.53394357999969
1229,100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,Pembroke Pines,FL,33028,BROWARD,93.0,18.6,33.0,9.9,62.0,18.6,0.0000000000,0.0000000000,47.1,"703 N FLAMINGO RD
Pembroke Pines, FL 33028
(26.014020899000457, -80.31196053099967)",26.014020899000457,-80.31196053099967
1230,110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,Cumming,GA,30041,FORSYTH,83.0,16.6,42.0,12.6,26.0,7.8,0.0000000000,0.0000000000,37.0,"1200 NORTHSIDE FORSYTH DRIVE
Cumming, GA 30041
(34.17882827100044, -84.13858242899965)",34.17882827100044,-84.13858242899965
1231,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,Savannah,GA,31412,CHATHAM,33.3333333333,6.666666666699999,36.0,10.8,30.0,9.0,10.0000000000,2.0000000000,28.4666666667,"5353 REYNOLDS STREET
Savannah, GA 31412
(32.02767576500048, -81.10166466099963)",32.02767576500048,-81.10166466099963
1232,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,Gainesville,GA,30501,HALL,41.8181818182,8.3636363636,41.0,12.3,68.0,20.4,50.0000000000,10.0000000000,51.0636363636,"743 SPRING STREET
Gainesville, GA 30501
(34.302367862000494, -83.81873665099965)",34.302367862000494,-83.81873665099965
1233,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,Savannah,GA,31403,CHATHAM,31.818181818200003,6.3636363636,24.0,7.2,22.0,6.6,30.0000000000,6.0000000000,26.163636363600002,"4700 WATERS AVENUE
Savannah, GA 31403
(32.03212606000045, -81.09164333999968)",32.03212606000045,-81.09164333999968
1234,110071,APPLING HOSPITAL,163 E TOLLISON STREET,Baxley,GA,31513,APPLING,5.0,1.0,22.0,6.6,55.0,16.5,70.0000000000,14.0000000000,38.1,"163 E TOLLISON STREET
Baxley, GA 31513
(31.76902500400047, -82.34958675199965)",31.76902500400047,-82.34958675199965
1235,110073,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",Fitzgerald,GA,31750,BEN HILL,12.5,2.5,21.0,6.3,45.0,13.5,0.0000000000,0.0000000000,22.3,"200 PERRY HOUSE ROAD, BOX 1447
Fitzgerald, GA 31750
(31.697422799000435, -83.26087784799967)",31.697422799000435,-83.26087784799967
1236,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,Decatur,GA,30033,DE KALB,61.0,12.2,15.0,4.5,54.0,16.2,0.0000000000,0.0000000000,32.9,"2701 N DECATUR ROAD
Decatur, GA 30033
(33.79197269800045, -84.28361898899965)",33.79197269800045,-84.28361898899965
1237,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,Sandersville,GA,31082,WASHINGTON,0.0,0.0,41.0,12.3,90.0,27.0,70.0000000000,14.0000000000,53.3,"610 SPARTA ROAD
Sandersville, GA 31082
(32.996898245000466, -82.80488190799969)",32.996898245000466,-82.80488190799969
1238,60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,Fort Collins,CO,80524,LARIMER,34.0,6.8,45.0,13.5,50.0,15.0,30.0000000000,6.0000000000,41.3,"1024 S LEMAY AVE
Fort Collins, CO 80524
(40.57175000500047, -105.0578646999997)",40.57175000500047,-105.0578646999997
1239,60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,Thornton,CO,80229,ADAMS,100.0,20.0,37.0,11.1,45.0,13.5,10.0000000000,2.0000000000,46.6,"9191 GRANT ST
Thornton, CO 80229
(39.863312401000485, -104.98312397899969)",39.863312401000485,-104.98312397899969
1240,70004,SHARON HOSPITAL,"50 HOSPITAL HILL ROAD, PO BOX 789",Sharon,CT,06069,LITCHFIELD,54.4444444444,10.8888888889,41.0,12.3,47.5,14.25,30.0000000000,6.0000000000,43.4388888889,"50 HOSPITAL HILL ROAD, PO BOX 789
Sharon, CT 06069
(41.879644037000446, -73.48078438899967)",41.879644037000446,-73.48078438899967
1241,100006,ORLANDO REGIONAL MEDICAL CENTER,1414 KUHL AVE,Orlando,FL,32806,ORANGE,30.0,6.0,23.0,6.9,26.0,7.8,0.0000000000,0.0000000000,20.7,"1414 KUHL AVE
Orlando, FL 32806
(28.52599179800046, -81.37816228499963)",28.52599179800046,-81.37816228499963
1242,100009,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,Miami,FL,33136,DADE,49.0909090909,9.818181818200001,26.0,7.8,46.0,13.8,0.0000000000,0.0000000000,31.4181818182,"1400 NW 12TH AVE
Miami, FL 33136
(25.787709293000432, -80.21509050399965)",25.787709293000432,-80.21509050399965
1243,100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,Panama City,FL,32401,BAY,54.5454545455,10.909090909100001,26.0,7.8,66.0,19.8,0.0000000000,0.0000000000,38.509090909099996,"615 N BONITA AVE
Panama City, FL 32401
(30.159150774000466, -85.64709216699964)",30.159150774000466,-85.64709216699964
1244,100030,HEALTH CENTRAL,10000 W COLONIAL DR,Ocoee,FL,34761,ORANGE,93.0,18.6,29.0,8.7,46.0,13.8,0.0000000000,0.0000000000,41.1,"10000 W COLONIAL DR
Ocoee, FL 34761
(28.55170266300047, -81.52748072499963)",28.55170266300047,-81.52748072499963
1245,100032,BAYFRONT HEALTH - ST PETERSBURG,701 6TH ST S,Saint Petersburg,FL,33701,PINELLAS,53.636363636400006,10.7272727273,16.0,4.8,25.0,7.5,10.0000000000,2.0000000000,25.0272727273,"701 6TH ST S
Saint Petersburg, FL 33701
(27.76303950600044, -82.64169114899966)",27.76303950600044,-82.64169114899966
1246,100040,ST VINCENT'S MEDICAL CENTER,1 SHIRCLIFF WAY,Jacksonville,FL,32204,DUVAL,68.1818181818,13.6363636364,22.0,6.6,56.0,16.8,10.0000000000,2.0000000000,39.0363636364,"1 SHIRCLIFF WAY
Jacksonville, FL 32204
(30.30789191900044, -81.68909055399968)",30.30789191900044,-81.68909055399968
1247,100047,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,Punta Gorda,FL,33950,CHARLOTTE,34.4444444444,6.8888888888999995,27.0,8.1,67.5,20.25,0.0000000000,0.0000000000,35.2388888889,"809 E MARION AVE
Punta Gorda, FL 33950
(26.94149111100046, -82.04031314099967)",26.94149111100046,-82.04031314099967
1248,100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,Defuniak Springs,FL,32435,WALTON,,,66.0,24.75,80.0,30.0,20.0000000000,5.0000000000,59.75,"4413 US HWY 331 S
Defuniak Springs, FL 32435
(30.658844247000445, -86.11917696799964)",30.658844247000445,-86.11917696799964
1249,100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,Lehigh Acres,FL,33936,LEE,61.111111111099994,12.222222222200001,17.0,5.1,25.0,7.5,0.0000000000,0.0000000000,24.822222222199997,"1500 LEE BLVD
Lehigh Acres, FL 33936
(26.614338977000443, -81.65851837499963)",26.614338977000443,-81.65851837499963
1250,100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,Belle Glade,FL,33430,PALM BEACH,75.0,15.0,26.0,7.8,90.0,27.0,40.0000000000,8.0000000000,57.8,"39200 HOOKER HWY
Belle Glade, FL 33430
(26.725643645000446, -80.67101039199963)",26.725643645000446,-80.67101039199963
1251,140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,Rockford,IL,61104,WINNEBAGO,45.4545454545,9.0909090909,42.0,12.6,38.0,11.4,10.0000000000,2.0000000000,35.0909090909,"1401 EAST STATE STREET
Rockford, IL 61104
(42.2669121130005, -89.07352082899968)",42.2669121130005,-89.07352082899968
1252,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,Downers Grove,IL,60515,DU PAGE,69.0909090909,13.8181818182,52.0,15.6,46.0,13.8,0.0000000000,0.0000000000,43.218181818199994,"3815 HIGHLAND AVENUE
Downers Grove, IL 60515
(41.818888536000486, -88.01021856499966)",41.818888536000486,-88.01021856499966
1253,150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,Greenfield,IN,46140,HANCOCK,71.1111111111,14.222222222200001,64.0,19.2,30.0,9.0,0.0000000000,0.0000000000,42.4222222222,"801 N STATE ST
Greenfield, IN 46140
(39.793950561000486, -85.76957511499967)",39.793950561000486,-85.76957511499967
1254,150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,Vincennes,IN,47591,KNOX,68.0,13.6,84.0,25.2,54.0,16.2,0.0000000000,0.0000000000,55.0,"520 S 7TH ST
Vincennes, IN 47591
(38.673768003000475, -87.53247228799967)",38.673768003000475,-87.53247228799967
1255,150045,DEKALB HEALTH,1316 E SEVENTH ST,Auburn,IN,46706,DE KALB,73.3333333333,14.666666666700001,40.0,12.0,30.0,9.0,30.0000000000,6.0000000000,41.6666666667,"1316 E SEVENTH ST
Auburn, IN 46706
(41.367655211000454, -85.03704473999966)",41.367655211000454,-85.03704473999966
1256,110142,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,Claxton,GA,30417,EVANS,,,60.0,36.0,,,80.0000000000,32.0000000000,68.0,"200 N RIVER STREET
Claxton, GA 30417
(32.16422253000047, -81.90042931499966)",32.16422253000047,-81.90042931499966
1257,110183,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,Smyrna,GA,30080,COBB,75.0,15.0,25.0,7.5,70.0,21.0,30.0000000000,6.0000000000,49.5,"3949 SOUTH COBB DRIVE
Smyrna, GA 30080
(33.85605475400047, -84.51380013299968)",33.85605475400047,-84.51380013299968
1258,120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,Aiea,HI,96701,HONOLULU,69.0,13.8,56.0,16.8,42.0,12.6,20.0000000000,4.0000000000,47.2,"98-1079 MOANALUA ROAD
Aiea, HI 96701
(21.384055774000444, -157.93777450199974)",21.384055774000444,-157.93777450199974
1259,130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,Nampa,ID,83686,CANYON,51.0,10.2,24.0,7.2,100.0,30.0,40.0000000000,8.0000000000,55.4,"1512 TWELFTH AVENUE ROAD
Nampa, ID 83686
(43.55305104900049, -116.57280124299967)",43.55305104900049,-116.57280124299967
1260,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,Melrose Park,IL,60160,COOK,30.909090909099998,6.1818181818,15.0,4.5,58.0,17.4,10.0000000000,2.0000000000,30.0818181818,"701 WEST NORTH AVE
Melrose Park, IL 60160
(41.9082885950005, -87.84270063799966)",41.9082885950005,-87.84270063799966
1261,140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,Effingham,IL,62401,EFFINGHAM,67.7777777778,13.5555555556,41.0,12.3,36.6666666667,11.0,60.0000000000,12.0000000000,48.855555555600006,"503 N MAPLE STREET
Effingham, IL 62401
(39.125846675000446, -88.54925829599966)",39.125846675000446,-88.54925829599966
1262,140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,Centralia,IL,62801,MARION,45.5555555556,9.1111111111,80.0,24.0,48.0,14.4,40.0000000000,8.0000000000,55.5111111111,"400 NORTH PLEASANT AVENUE
Centralia, IL 62801
(38.52902434200047, -89.11603942299968)",38.52902434200047,-89.11603942299968
1263,140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,Alton,IL,62002,MADISON,95.5555555556,19.111111111099998,42.0,12.6,48.0,14.4,20.0000000000,4.0000000000,50.111111111099994,"ST ANTHONY'S WAY
Alton, IL 62002
(38.908360949000496, -90.17373683199969)",38.908360949000496,-90.17373683199969
1264,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,Chicago,IL,60640,COOK,65.45454545449999,13.090909090899999,13.0,3.9,70.0,21.0,0.0000000000,0.0000000000,37.990909090900004,"4646 N MARINE DRIVE
Chicago, IL 60640
(41.96637379500049, -87.64882741499969)",41.96637379500049,-87.64882741499969
1265,140122,HINSDALE HOSPITAL,120 NORTH OAK ST,Hinsdale,IL,60521,DU PAGE,61.818181818199996,12.3636363636,59.0,17.7,54.0,16.2,0.0000000000,0.0000000000,46.2636363636,"120 NORTH OAK ST
Hinsdale, IL 60521
(41.805488925000475, -87.92010747399968)",41.805488925000475,-87.92010747399968
1266,370218,SAINT FRANCIS HOSPITAL SOUTH,10501 EAST 91ST STREET SOUTH,Tulsa,OK,74133,TULSA,26.6666666667,5.3333333333,30.0,9.0,60.0,18.0,20.0000000000,4.0000000000,36.3333333333,"10501 EAST 91ST STREET SOUTH
Tulsa, OK 74133
(36.031917516000476, -95.8569209099997)",36.031917516000476,-95.8569209099997
1267,140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,Bolingbrook,IL,60440,WILL,73.0,14.6,44.0,13.2,65.0,19.5,0.0000000000,0.0000000000,47.3,"500 REMINGTON BOULEVARD
Bolingbrook, IL 60440
(41.6799632740005, -88.08321011699968)",41.6799632740005,-88.08321011699968
1268,190167,MERCY REGIONAL MEDICAL CENTER,800 E MAIN,Ville Platte,LA,70586,EVANGELINE,54.4444444444,10.8888888889,41.0,12.3,43.3333333333,13.0,0.0000000000,0.0000000000,36.188888888899996,"800 E MAIN
Ville Platte, LA 70586
(30.684887456000467, -92.26589644299969)",30.684887456000467,-92.26589644299969
1269,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,Amsterdam,NY,12010,MONTGOMERY,57.7777777778,11.5555555556,28.0,8.4,42.5,12.75,40.0000000000,8.0000000000,40.7055555556,"427 GUY PARK AVENUE
Amsterdam, NY 12010
(42.95352573400049, -74.21554164999964)",42.95352573400049,-74.21554164999964
